trade_id,trade_date,open_time,close_time,instrument,asset_class,direction,entry_price,exit_price,quantity,pnl,risk_amount,strategy,account_id,trader_id
171,2024-04-30,2024-04-30 12:47:00,2024-04-30 15:22:00,NIFTY,Equity,Buy,30690.09,30681.0,1,-81.76,187.22,Breakout,3,104
172,2024-01-23,2024-01-23 10:29:00,2024-01-23 11:37:00,EURUSD,Forex,Sell,43309.89,43109.78,4,-454.78,15.01,Scalping,2,103
173,2024-07-08,2024-07-08 11:45:00,2024-07-08 12:45:00,EURUSD,Forex,Buy,18854.35,18898.36,5,310.55,197.58,MeanReversion,3,103
174,2024-01-19,2024-01-19 09:28:00,2024-01-19 09:57:00,EURUSD,Forex,Buy,7563.32,7583.24,4,94.13,82.37,Scalping,3,103
175,2024-02-10,2024-02-10 11:51:00,2024-02-10 12:28:00,ETHUSDT,Crypto,Sell,48497.22,48545.93,3,342.12,169.28,MeanReversion,1,104
176,2024-06-25,2024-06-25 11:26:00,2024-06-25 15:23:00,BANKNIFTY,Equity,Sell,23461.22,23425.18,4,-85.18,61.95,Breakout,1,103
177,2024-03-14,2024-03-14 11:32:00,2024-03-14 13:27:00,NIFTY,Equity,Sell,2865.96,2907.98,2,364.72,164.45,Scalping,2,102
178,2024-04-18,2024-04-18 14:18:00,2024-04-18 14:37:00,ETHUSDT,Crypto,Buy,49985.9,50061.28,3,496.64,115.53,Breakout,2,101
179,2024-01-13,2024-01-13 09:10:00,2024-01-13 12:37:00,BANKNIFTY,Equity,Sell,38460.92,38674.62,5,444.77,171.43,MeanReversion,2,101
180,2024-01-29,2024-01-29 09:35:00,2024-01-29 11:59:00,EURUSD,Forex,Buy,12405.04,12399.98,3,-49.46,34.54,MeanReversion,3,104
181,2024-04-12,2024-04-12 15:19:00,2024-04-12 16:51:00,BTCUSDT,Crypto,Buy,47704.85,47719.58,3,106.17,53.44,MeanReversion,2,102
182,2024-04-29,2024-04-29 13:44:00,2024-04-29 16:29:00,EURUSD,Forex,Sell,33601.45,33640.64,1,118.13,78.05,Scalping,1,105
183,2024-05-22,2024-05-22 11:56:00,2024-05-22 12:41:00,NIFTY,Equity,Sell,5722.2,5743.63,1,171.57,108.86,MeanReversion,3,103
184,2024-05-11,2024-05-11 11:04:00,2024-05-11 14:12:00,GBPUSD,Forex,Sell,38627.3,38629.49,5,20.16,171.91,Scalping,3,104
185,2024-06-19,2024-06-19 14:35:00,2024-06-19 17:08:00,GBPUSD,Forex,Buy,27617.75,27630.72,5,60.94,176.56,MeanReversion,1,104
186,2024-06-05,2024-06-05 13:39:00,2024-06-05 14:23:00,GBPUSD,Forex,Sell,20203.97,20134.97,2,-365.98,15.47,TrendFollowing,1,105
187,2024-01-06,2024-01-06 12:36:00,2024-01-06 15:09:00,ETHUSDT,Crypto,Buy,37769.11,37824.83,5,120.31,143.78,Breakout,3,102
188,2024-02-05,2024-02-05 11:27:00,2024-02-05 14:16:00,BTCUSDT,Crypto,Sell,10687.56,10558.1,3,-363.63,12.76,MeanReversion,2,103
189,2024-01-08,2024-01-08 09:29:00,2024-01-08 13:13:00,BTCUSDT,Crypto,Buy,17561.85,17572.63,3,89.92,84.53,Scalping,2,101
190,2024-07-15,2024-07-15 13:49:00,2024-07-15 15:08:00,GBPUSD,Forex,Buy,21901.87,22189.7,1,404.16,76.17,Breakout,1,101
191,2024-04-26,2024-04-26 15:32:00,2024-04-26 18:31:00,BANKNIFTY,Equity,Sell,25723.77,25765.06,2,283.65,85.34,Breakout,1,105
192,2024-05-19,2024-05-19 09:24:00,2024-05-19 11:03:00,BANKNIFTY,Equity,Buy,31123.23,31193.42,2,362.36,190.41,TrendFollowing,1,102
193,2024-05-17,2024-05-17 14:31:00,2024-05-17 15:46:00,BTCUSDT,Crypto,Buy,7396.32,7441.13,3,426.59,103.5,TrendFollowing,1,105
194,2024-06-08,2024-06-08 15:07:00,2024-06-08 17:14:00,BTCUSDT,Crypto,Sell,12949.31,12943.85,1,-40.86,196.21,MeanReversion,3,101
195,2024-06-02,2024-06-02 12:44:00,2024-06-02 15:39:00,BTCUSDT,Crypto,Buy,24656.27,24629.83,5,-171.25,130.35,Breakout,3,104
196,2024-06-14,2024-06-14 12:16:00,2024-06-14 14:49:00,BANKNIFTY,Equity,Sell,12045.27,11973.68,5,-424.14,34.49,MeanReversion,2,101
197,2024-03-30,2024-03-30 12:35:00,2024-03-30 13:49:00,NIFTY,Equity,Sell,6445.89,6399.97,2,-348.1,36.38,TrendFollowing,3,103
198,2024-01-17,2024-01-17 14:25:00,2024-01-17 15:20:00,ETHUSDT,Crypto,Buy,32061.69,31983.61,2,-318.12,75.68,TrendFollowing,1,102
199,2024-01-03,2024-01-03 11:08:00,2024-01-03 14:15:00,ETHUSDT,Crypto,Buy,44844.58,44838.8,5,-26.04,136.84,Scalping,3,102
200,2024-06-07,2024-06-07 14:42:00,2024-06-07 16:51:00,NIFTY,Equity,Buy,8657.38,8479.75,4,-307.71,17.77,Scalping,3,102
201,2024-05-11,2024-05-11 11:51:00,2024-05-11 13:46:00,BTCUSDT,Crypto,Buy,8488.31,8444.7,1,-221.41,43.63,Breakout,3,104
202,2024-03-25,2024-03-25 15:39:00,2024-03-25 18:43:00,NIFTY,Equity,Buy,4480.69,4431.19,5,-379.36,97.55,TrendFollowing,3,105
203,2024-06-07,2024-06-07 12:09:00,2024-06-07 15:18:00,BANKNIFTY,Equity,Sell,10356.37,10309.23,4,-135.73,105.65,Breakout,2,103
204,2024-05-07,2024-05-07 10:29:00,2024-05-07 12:42:00,ETHUSDT,Crypto,Buy,34535.22,34391.07,3,-460.69,161.89,Breakout,1,104
205,2024-07-02,2024-07-02 11:16:00,2024-07-02 12:36:00,BTCUSDT,Crypto,Buy,31413.62,31357.19,2,-418.24,175.98,TrendFollowing,3,105
206,2024-03-14,2024-03-14 10:05:00,2024-03-14 11:10:00,BANKNIFTY,Equity,Buy,46047.58,46003.18,5,-438.92,62.61,Breakout,2,103
207,2024-05-12,2024-05-12 15:47:00,2024-05-12 16:58:00,ETHUSDT,Crypto,Buy,40319.75,40358.4,2,248.26,45.06,Breakout,2,105
208,2024-02-21,2024-02-21 13:16:00,2024-02-21 13:26:00,EURUSD,Forex,Buy,10507.0,10491.73,3,-129.53,102.06,Breakout,2,101
209,2024-06-23,2024-06-23 14:28:00,2024-06-23 15:55:00,BTCUSDT,Crypto,Buy,30931.83,30918.22,4,-131.09,97.88,TrendFollowing,3,105
210,2024-04-12,2024-04-12 14:52:00,2024-04-12 17:51:00,BANKNIFTY,Equity,Buy,37386.17,37074.85,5,-463.32,57.96,Breakout,2,105
211,2024-05-09,2024-05-09 11:55:00,2024-05-09 15:37:00,NIFTY,Equity,Buy,35681.81,36050.93,2,395.21,107.22,Scalping,2,105
212,2024-04-07,2024-04-07 15:59:00,2024-04-07 19:16:00,ETHUSDT,Crypto,Buy,26629.07,26584.55,3,-392.83,95.01,Scalping,3,103
213,2024-05-19,2024-05-19 14:45:00,2024-05-19 16:37:00,GBPUSD,Forex,Sell,26654.23,26611.22,2,-257.53,61.16,TrendFollowing,1,104
214,2024-05-19,2024-05-19 15:28:00,2024-05-19 17:29:00,BANKNIFTY,Equity,Buy,18895.34,18802.03,4,-479.93,71.2,Scalping,1,105
215,2024-04-15,2024-04-15 14:33:00,2024-04-15 15:35:00,GBPUSD,Forex,Buy,10611.83,10590.59,2,-172.5,32.75,Breakout,1,103
216,2024-05-09,2024-05-09 10:33:00,2024-05-09 13:10:00,BTCUSDT,Crypto,Sell,44531.84,44546.11,2,93.59,139.03,Scalping,2,105
217,2024-01-07,2024-01-07 10:03:00,2024-01-07 12:50:00,ETHUSDT,Crypto,Sell,39469.1,39468.88,2,-1.56,26.51,Scalping,1,103
218,2024-04-22,2024-04-22 13:28:00,2024-04-22 13:58:00,EURUSD,Forex,Buy,26878.47,26889.13,4,86.84,151.63,Breakout,3,105
219,2024-03-19,2024-03-19 11:58:00,2024-03-19 14:35:00,BANKNIFTY,Equity,Buy,21611.39,21552.64,4,-372.42,63.92,MeanReversion,2,105
220,2024-05-26,2024-05-26 09:48:00,2024-05-26 12:37:00,EURUSD,Forex,Buy,18185.96,18204.16,5,145.92,118.45,TrendFollowing,1,103
221,2024-06-28,2024-06-28 13:55:00,2024-06-28 16:31:00,ETHUSDT,Crypto,Sell,17837.03,17965.7,2,486.52,125.1,Breakout,2,103
222,2024-01-22,2024-01-22 09:56:00,2024-01-22 10:31:00,ETHUSDT,Crypto,Sell,11899.48,11829.82,3,-398.22,39.04,Scalping,1,101
223,2024-07-15,2024-07-15 15:52:00,2024-07-15 18:57:00,BTCUSDT,Crypto,Sell,12335.59,12160.52,4,-339.32,45.45,TrendFollowing,1,101
224,2024-07-17,2024-07-17 14:28:00,2024-07-17 15:51:00,GBPUSD,Forex,Buy,14290.5,14114.85,1,-326.63,180.39,TrendFollowing,3,101
225,2024-05-01,2024-05-01 12:13:00,2024-05-01 14:18:00,ETHUSDT,Crypto,Buy,4057.68,4062.38,2,24.51,87.98,TrendFollowing,3,101
226,2024-01-02,2024-01-02 09:26:00,2024-01-02 11:53:00,BTCUSDT,Crypto,Buy,49119.81,49054.43,1,-387.96,85.59,MeanReversion,1,102
227,2024-01-08,2024-01-08 14:59:00,2024-01-08 17:46:00,EURUSD,Forex,Buy,48475.05,48517.51,5,365.51,165.24,MeanReversion,1,104
228,2024-06-27,2024-06-27 10:45:00,2024-06-27 13:35:00,BANKNIFTY,Equity,Buy,12932.25,12731.04,4,-329.11,137.04,TrendFollowing,3,101
229,2024-05-14,2024-05-14 15:33:00,2024-05-14 16:14:00,NIFTY,Equity,Buy,46472.33,46481.74,5,56.76,118.61,Breakout,3,105
230,2024-06-17,2024-06-17 14:38:00,2024-06-17 15:14:00,BANKNIFTY,Equity,Sell,14034.96,14087.76,2,269.49,45.54,MeanReversion,3,104
231,2024-03-14,2024-03-14 11:37:00,2024-03-14 15:36:00,BANKNIFTY,Equity,Buy,16217.78,16206.85,4,-74.56,106.45,MeanReversion,3,101
232,2024-03-16,2024-03-16 11:12:00,2024-03-16 12:06:00,ETHUSDT,Crypto,Buy,12158.37,12103.81,2,-385.16,126.02,Scalping,3,101
233,2024-06-29,2024-06-29 12:21:00,2024-06-29 13:29:00,ETHUSDT,Crypto,Sell,14467.1,14479.63,4,81.24,39.33,Breakout,3,102
234,2024-01-23,2024-01-23 10:06:00,2024-01-23 12:03:00,BTCUSDT,Crypto,Buy,24082.95,24093.16,1,32.59,19.85,Scalping,2,101
235,2024-05-07,2024-05-07 14:10:00,2024-05-07 17:36:00,GBPUSD,Forex,Buy,16863.38,16777.35,5,-365.59,22.04,MeanReversion,1,101
236,2024-03-01,2024-03-01 14:39:00,2024-03-01 14:56:00,NIFTY,Equity,Buy,49498.51,49456.59,3,-177.65,163.88,TrendFollowing,3,104
237,2024-05-22,2024-05-22 09:06:00,2024-05-22 09:26:00,GBPUSD,Forex,Buy,12769.3,12792.15,4,181.5,154.44,MeanReversion,1,105
238,2024-01-24,2024-01-24 12:16:00,2024-01-24 15:41:00,GBPUSD,Forex,Sell,29802.16,29798.55,1,-28.42,88.25,Breakout,2,102
239,2024-01-28,2024-01-28 12:27:00,2024-01-28 13:24:00,BANKNIFTY,Equity,Buy,17475.97,17673.06,4,429.53,167.82,Breakout,2,103
240,2024-02-22,2024-02-22 10:50:00,2024-02-22 12:29:00,EURUSD,Forex,Sell,48253.09,48170.83,5,-375.7,148.86,Scalping,1,101
241,2024-04-02,2024-04-02 10:48:00,2024-04-02 13:28:00,GBPUSD,Forex,Buy,46920.11,46881.58,2,-318.77,22.63,Breakout,2,102
242,2024-06-23,2024-06-23 13:39:00,2024-06-23 15:50:00,NIFTY,Equity,Buy,37068.98,37078.44,2,74.47,169.95,Breakout,2,103
243,2024-05-05,2024-05-05 10:35:00,2024-05-05 13:09:00,EURUSD,Forex,Sell,7031.63,7074.65,4,295.27,48.31,Scalping,2,103
244,2024-05-16,2024-05-16 12:26:00,2024-05-16 13:57:00,GBPUSD,Forex,Buy,8224.61,8190.33,1,-335.73,164.77,MeanReversion,2,103
245,2024-01-28,2024-01-28 09:22:00,2024-01-28 11:33:00,NIFTY,Equity,Sell,33276.6,33285.94,1,23.07,78.18,Breakout,2,105
246,2024-05-07,2024-05-07 13:28:00,2024-05-07 17:20:00,GBPUSD,Forex,Buy,43866.17,43852.85,1,-107.55,165.15,MeanReversion,3,103
247,2024-01-02,2024-01-02 15:25:00,2024-01-02 17:57:00,GBPUSD,Forex,Buy,21984.79,21965.27,4,-123.06,97.91,MeanReversion,1,104
248,2024-06-26,2024-06-26 10:30:00,2024-06-26 13:33:00,ETHUSDT,Crypto,Sell,15103.82,15150.95,2,247.61,105.52,MeanReversion,3,101
249,2024-05-20,2024-05-20 09:38:00,2024-05-20 11:24:00,ETHUSDT,Crypto,Sell,11649.02,11730.38,4,399.57,82.94,Scalping,2,101
250,2024-06-28,2024-06-28 15:26:00,2024-06-28 17:02:00,BTCUSDT,Crypto,Buy,27200.47,27353.25,5,406.47,128.61,TrendFollowing,3,104
251,2024-01-29,2024-01-29 14:10:00,2024-01-29 17:51:00,NIFTY,Equity,Buy,5889.06,6251.73,1,439.83,129.26,Scalping,3,101
252,2024-06-16,2024-06-16 14:10:00,2024-06-16 16:35:00,BTCUSDT,Crypto,Buy,16778.54,16711.15,1,-360.73,160.86,TrendFollowing,3,102
253,2024-06-08,2024-06-08 10:04:00,2024-06-08 10:35:00,NIFTY,Equity,Sell,31022.63,31031.87,4,33.46,179.84,MeanReversion,2,103
254,2024-03-12,2024-03-12 14:58:00,2024-03-12 17:16:00,ETHUSDT,Crypto,Sell,39440.43,39337.9,1,-348.33,69.23,Breakout,2,104
255,2024-05-22,2024-05-22 13:30:00,2024-05-22 15:20:00,GBPUSD,Forex,Buy,12462.03,12541.81,4,243.95,16.37,TrendFollowing,3,104
256,2024-06-30,2024-06-30 14:01:00,2024-06-30 15:40:00,EURUSD,Forex,Sell,28515.99,28594.82,5,262.46,176.59,Breakout,2,105
257,2024-04-28,2024-04-28 12:29:00,2024-04-28 14:10:00,BTCUSDT,Crypto,Buy,17136.98,17268.9,4,321.26,31.02,MeanReversion,2,103
258,2024-07-03,2024-07-03 13:12:00,2024-07-03 14:26:00,BANKNIFTY,Equity,Sell,42330.29,42278.88,3,-372.51,85.48,MeanReversion,2,102
259,2024-07-15,2024-07-15 11:44:00,2024-07-15 13:08:00,BANKNIFTY,Equity,Sell,39874.9,39834.74,2,-350.08,53.56,TrendFollowing,3,103
260,2024-03-15,2024-03-15 15:57:00,2024-03-15 18:44:00,BTCUSDT,Crypto,Buy,36126.52,36182.41,2,220.04,131.82,TrendFollowing,3,101
261,2024-07-01,2024-07-01 12:19:00,2024-07-01 14:25:00,NIFTY,Equity,Sell,34712.72,34723.69,1,42.72,57.84,Breakout,2,102
262,2024-07-11,2024-07-11 10:07:00,2024-07-11 11:39:00,EURUSD,Forex,Sell,17317.51,17277.7,2,-318.4,182.61,Breakout,2,103
263,2024-03-11,2024-03-11 13:59:00,2024-03-11 14:13:00,NIFTY,Equity,Sell,29190.42,29180.24,5,-99.15,97.78,TrendFollowing,2,103
264,2024-03-23,2024-03-23 12:19:00,2024-03-23 15:36:00,EURUSD,Forex,Sell,47366.8,47283.43,3,-346.65,121.38,TrendFollowing,1,104
265,2024-06-04,2024-06-04 11:11:00,2024-06-04 14:52:00,EURUSD,Forex,Buy,25319.14,25332.19,5,111.45,13.44,Breakout,3,101
266,2024-07-07,2024-07-07 12:15:00,2024-07-07 13:33:00,ETHUSDT,Crypto,Buy,43612.59,43882.83,5,432.12,117.38,TrendFollowing,3,103
267,2024-01-23,2024-01-23 09:36:00,2024-01-23 13:00:00,BANKNIFTY,Equity,Buy,34847.71,34965.43,5,422.5,144.38,Scalping,1,105
268,2024-01-27,2024-01-27 11:05:00,2024-01-27 11:24:00,GBPUSD,Forex,Buy,7669.33,7679.78,4,76.29,125.28,MeanReversion,2,105
269,2024-04-17,2024-04-17 11:24:00,2024-04-17 11:41:00,NIFTY,Equity,Sell,21235.33,21271.48,1,236.44,187.53,TrendFollowing,1,102
270,2024-05-01,2024-05-01 11:11:00,2024-05-01 14:41:00,BANKNIFTY,Equity,Buy,46282.15,46276.84,2,-49.16,31.52,TrendFollowing,1,101
271,2024-04-04,2024-04-04 09:40:00,2024-04-04 10:36:00,ETHUSDT,Crypto,Buy,49242.82,49287.74,3,338.9,33.69,TrendFollowing,3,103
272,2024-04-04,2024-04-04 15:55:00,2024-04-04 16:57:00,BTCUSDT,Crypto,Sell,46046.05,46163.79,1,369.9,108.58,MeanReversion,2,103
273,2024-01-12,2024-01-12 11:51:00,2024-01-12 15:30:00,BANKNIFTY,Equity,Sell,29584.21,29572.02,1,-101.0,20.4,TrendFollowing,1,105
274,2024-07-02,2024-07-02 13:17:00,2024-07-02 15:27:00,BANKNIFTY,Equity,Sell,16793.1,16833.26,3,302.85,10.88,TrendFollowing,3,105
275,2024-04-08,2024-04-08 10:43:00,2024-04-08 12:18:00,GBPUSD,Forex,Buy,16708.28,16687.44,3,-101.83,112.11,MeanReversion,2,103
276,2024-01-14,2024-01-14 14:54:00,2024-01-14 15:36:00,EURUSD,Forex,Sell,45996.79,45972.58,4,-153.65,75.92,TrendFollowing,3,103
277,2024-03-27,2024-03-27 10:46:00,2024-03-27 12:34:00,GBPUSD,Forex,Buy,36888.19,36867.32,4,-47.78,52.67,Breakout,1,105
278,2024-07-08,2024-07-08 10:15:00,2024-07-08 13:34:00,GBPUSD,Forex,Buy,22649.35,22584.66,2,-359.14,43.51,Breakout,3,103
279,2024-05-29,2024-05-29 09:02:00,2024-05-29 09:12:00,EURUSD,Forex,Buy,24943.47,24933.06,5,-81.07,183.82,Breakout,3,103
280,2024-06-15,2024-06-15 14:04:00,2024-06-15 16:25:00,NIFTY,Equity,Sell,18151.58,18168.44,3,80.59,130.13,Breakout,1,105
281,2024-07-06,2024-07-06 09:10:00,2024-07-06 12:58:00,BANKNIFTY,Equity,Buy,704.07,733.47,2,163.54,43.83,Scalping,2,101
282,2024-06-07,2024-06-07 11:16:00,2024-06-07 14:21:00,BTCUSDT,Crypto,Sell,48055.46,47982.95,1,-351.34,88.78,TrendFollowing,1,103
283,2024-01-24,2024-01-24 09:35:00,2024-01-24 13:18:00,BTCUSDT,Crypto,Buy,4313.22,4365.98,2,496.87,105.42,Breakout,1,104
284,2024-02-23,2024-02-23 12:45:00,2024-02-23 15:25:00,NIFTY,Equity,Sell,29789.48,29744.05,3,-432.92,152.49,Breakout,3,104
285,2024-07-01,2024-07-01 09:00:00,2024-07-01 10:27:00,NIFTY,Equity,Buy,10534.78,10612.8,4,398.05,48.98,TrendFollowing,3,103
286,2024-05-02,2024-05-02 14:14:00,2024-05-02 14:49:00,NIFTY,Equity,Sell,9574.85,9428.92,3,-463.45,99.69,TrendFollowing,2,104
287,2024-05-28,2024-05-28 10:17:00,2024-05-28 12:31:00,GBPUSD,Forex,Buy,28263.81,28205.46,3,-434.29,157.35,Breakout,3,105
288,2024-06-30,2024-06-30 15:50:00,2024-06-30 18:17:00,NIFTY,Equity,Buy,22691.78,22694.78,3,24.39,93.74,TrendFollowing,2,105
289,2024-06-12,2024-06-12 14:15:00,2024-06-12 16:49:00,EURUSD,Forex,Buy,20068.11,20091.28,3,59.64,39.5,MeanReversion,1,103
290,2024-06-18,2024-06-18 13:42:00,2024-06-18 16:09:00,BANKNIFTY,Equity,Sell,9137.31,9174.3,4,361.79,189.76,Scalping,1,102
291,2024-03-22,2024-03-22 11:56:00,2024-03-22 12:39:00,BTCUSDT,Crypto,Buy,18696.8,18644.31,2,-229.26,132.36,Breakout,2,104
292,2024-06-16,2024-06-16 15:40:00,2024-06-16 17:10:00,BTCUSDT,Crypto,Buy,20466.27,20414.67,4,-474.61,39.67,Breakout,1,101
293,2024-07-02,2024-07-02 11:29:00,2024-07-02 14:59:00,GBPUSD,Forex,Sell,35812.81,35846.28,1,158.92,15.15,MeanReversion,3,105
294,2024-03-11,2024-03-11 15:39:00,2024-03-11 16:49:00,NIFTY,Equity,Sell,11137.51,11081.15,3,-268.93,137.66,TrendFollowing,3,103
295,2024-04-17,2024-04-17 09:41:00,2024-04-17 13:27:00,BTCUSDT,Crypto,Sell,1034.54,954.28,3,-395.89,161.98,MeanReversion,3,102
296,2024-04-29,2024-04-29 11:09:00,2024-04-29 14:59:00,ETHUSDT,Crypto,Buy,8968.31,9022.03,5,152.75,55.25,MeanReversion,2,105
297,2024-02-16,2024-02-16 12:14:00,2024-02-16 15:40:00,BTCUSDT,Crypto,Buy,5017.1,4988.56,5,-256.83,147.23,TrendFollowing,1,104
298,2024-01-21,2024-01-21 12:10:00,2024-01-21 13:06:00,NIFTY,Equity,Sell,42792.04,42825.58,5,330.22,85.46,MeanReversion,3,103
299,2024-02-25,2024-02-25 10:35:00,2024-02-25 11:51:00,ETHUSDT,Crypto,Sell,33420.85,33386.44,3,-295.02,65.7,Breakout,3,105
300,2024-04-16,2024-04-16 09:36:00,2024-04-16 13:13:00,ETHUSDT,Crypto,Sell,44821.97,44715.72,2,-487.0,26.25,TrendFollowing,2,102
301,2024-02-16,2024-02-16 14:43:00,2024-02-16 15:28:00,BTCUSDT,Crypto,Sell,10433.92,10335.76,3,-473.47,44.47,Scalping,2,105
302,2024-04-12,2024-04-12 11:05:00,2024-04-12 12:27:00,GBPUSD,Forex,Buy,29172.93,29150.74,5,-78.58,179.61,TrendFollowing,3,103
303,2024-02-23,2024-02-23 10:35:00,2024-02-23 11:13:00,EURUSD,Forex,Buy,40881.31,40803.15,3,-158.18,59.29,Scalping,3,105
304,2024-05-21,2024-05-21 13:16:00,2024-05-21 15:25:00,EURUSD,Forex,Sell,19015.64,19048.62,4,90.29,60.93,Scalping,1,104
305,2024-02-29,2024-02-29 14:10:00,2024-02-29 18:05:00,ETHUSDT,Crypto,Sell,31226.24,31183.94,4,-90.59,114.89,MeanReversion,2,104
306,2024-06-19,2024-06-19 12:53:00,2024-06-19 15:36:00,EURUSD,Forex,Buy,21834.52,21630.18,3,-205.53,190.21,TrendFollowing,3,102
307,2024-07-02,2024-07-02 15:42:00,2024-07-02 18:36:00,GBPUSD,Forex,Sell,38192.11,37901.54,5,-359.89,175.01,MeanReversion,3,102
308,2024-06-04,2024-06-04 11:00:00,2024-06-04 13:41:00,BANKNIFTY,Equity,Sell,24397.19,24500.47,1,394.55,161.97,TrendFollowing,2,104
309,2024-05-19,2024-05-19 11:53:00,2024-05-19 13:56:00,BTCUSDT,Crypto,Sell,21289.41,21236.2,2,-477.53,61.05,Breakout,3,101
310,2024-01-01,2024-01-01 15:35:00,2024-01-01 18:41:00,GBPUSD,Forex,Sell,27104.63,27131.51,3,133.48,59.0,MeanReversion,2,103
311,2024-01-11,2024-01-11 15:11:00,2024-01-11 17:07:00,NIFTY,Equity,Sell,7010.84,7054.25,4,334.93,197.04,TrendFollowing,3,105
312,2024-05-27,2024-05-27 13:14:00,2024-05-27 15:53:00,EURUSD,Forex,Buy,26308.22,26175.28,4,-328.32,61.74,Breakout,1,104
313,2024-05-31,2024-05-31 09:11:00,2024-05-31 10:01:00,EURUSD,Forex,Buy,968.61,1018.16,2,414.3,32.37,TrendFollowing,1,104
314,2024-03-15,2024-03-15 13:10:00,2024-03-15 14:58:00,BTCUSDT,Crypto,Buy,28847.0,28799.3,2,-225.94,115.29,MeanReversion,2,104
315,2024-05-24,2024-05-24 15:26:00,2024-05-24 16:16:00,BTCUSDT,Crypto,Buy,32588.45,32648.08,5,329.74,49.22,Scalping,1,104
316,2024-01-28,2024-01-28 14:25:00,2024-01-28 17:19:00,EURUSD,Forex,Sell,599.24,553.15,4,-363.11,181.0,TrendFollowing,3,102
317,2024-04-02,2024-04-02 12:41:00,2024-04-02 13:41:00,NIFTY,Equity,Sell,43700.81,43727.5,1,97.41,124.1,Breakout,3,101
318,2024-02-01,2024-02-01 09:45:00,2024-02-01 10:38:00,GBPUSD,Forex,Sell,33268.58,33232.34,1,-324.63,183.74,MeanReversion,3,102
319,2024-04-08,2024-04-08 10:55:00,2024-04-08 11:57:00,BANKNIFTY,Equity,Buy,20967.59,20943.49,2,-116.86,108.59,Scalping,3,101
320,2024-02-12,2024-02-12 09:27:00,2024-02-12 12:38:00,BANKNIFTY,Equity,Sell,2395.95,2193.42,2,-333.72,150.23,TrendFollowing,1,101
321,2024-04-24,2024-04-24 11:40:00,2024-04-24 14:36:00,BTCUSDT,Crypto,Buy,4185.79,4224.18,1,103.15,56.62,MeanReversion,1,104
322,2024-03-03,2024-03-03 14:19:00,2024-03-03 14:57:00,BANKNIFTY,Equity,Buy,19495.32,19472.37,5,-211.31,77.58,Breakout,3,104
323,2024-02-05,2024-02-05 11:30:00,2024-02-05 13:55:00,BANKNIFTY,Equity,Buy,35966.34,35939.53,5,-202.88,117.62,MeanReversion,3,105
324,2024-02-07,2024-02-07 13:40:00,2024-02-07 16:44:00,ETHUSDT,Crypto,Buy,23828.72,23878.07,3,163.67,188.0,Breakout,3,105
325,2024-03-12,2024-03-12 12:49:00,2024-03-12 13:14:00,GBPUSD,Forex,Sell,36641.98,36583.45,5,-285.06,15.92,TrendFollowing,1,105
326,2024-02-04,2024-02-04 15:45:00,2024-02-04 19:20:00,EURUSD,Forex,Sell,13150.09,13160.3,1,95.08,19.77,MeanReversion,3,104
327,2024-06-20,2024-06-20 14:25:00,2024-06-20 16:59:00,ETHUSDT,Crypto,Sell,24843.49,24853.83,5,96.84,73.51,TrendFollowing,2,105
328,2024-04-19,2024-04-19 15:25:00,2024-04-19 16:17:00,ETHUSDT,Crypto,Buy,38557.06,38486.77,5,-393.4,24.28,MeanReversion,2,103
329,2024-01-21,2024-01-21 15:07:00,2024-01-21 17:16:00,NIFTY,Equity,Buy,36423.03,36422.45,1,-4.51,140.8,Scalping,1,105
330,2024-02-28,2024-02-28 10:07:00,2024-02-28 13:42:00,ETHUSDT,Crypto,Sell,21769.63,21741.66,3,-253.6,165.63,Scalping,1,101
331,2024-02-26,2024-02-26 11:40:00,2024-02-26 13:35:00,EURUSD,Forex,Buy,39980.82,40001.52,4,194.7,61.71,Scalping,1,105
332,2024-07-11,2024-07-11 13:06:00,2024-07-11 16:02:00,GBPUSD,Forex,Buy,29532.02,29513.27,3,-139.03,27.4,Scalping,1,102
333,2024-03-03,2024-03-03 15:58:00,2024-03-03 18:03:00,GBPUSD,Forex,Sell,45869.81,45715.98,5,-363.18,190.55,Scalping,3,103
334,2024-07-05,2024-07-05 13:13:00,2024-07-05 15:07:00,BANKNIFTY,Equity,Buy,22327.99,22268.64,2,-314.87,112.96,MeanReversion,3,101
335,2024-03-18,2024-03-18 12:10:00,2024-03-18 14:02:00,GBPUSD,Forex,Buy,43653.64,43687.06,5,232.22,163.25,Scalping,3,104
336,2024-02-15,2024-02-15 15:49:00,2024-02-15 19:12:00,EURUSD,Forex,Sell,32956.23,32980.86,5,192.28,171.35,Scalping,3,102
337,2024-01-18,2024-01-18 10:58:00,2024-01-18 11:13:00,GBPUSD,Forex,Buy,12520.92,12511.58,4,-10.58,52.03,MeanReversion,3,105
338,2024-02-13,2024-02-13 09:51:00,2024-02-13 12:48:00,BTCUSDT,Crypto,Buy,49384.02,49480.13,1,444.06,17.49,TrendFollowing,1,104
339,2024-06-01,2024-06-01 14:54:00,2024-06-01 18:32:00,BANKNIFTY,Equity,Buy,35293.48,35353.26,2,425.25,44.31,Scalping,2,104
340,2024-04-26,2024-04-26 15:05:00,2024-04-26 15:48:00,GBPUSD,Forex,Sell,28418.86,28488.65,2,415.49,16.45,TrendFollowing,1,104
